,(iface=eth0)inBytes,(iface=eth0)inMulticast,(iface=eth0)inPackets,(iface=eth0)outBytes,(iface=eth0)outPackets,(iface=eth0)totalBytes,(iface=eth0)totalPackets,busy,iowait,kernelFilesAllocated,load1,load5,memAvailable,memBuffers,memCached,memShmem,memUsed,nice,retrans,softirq,ssClosed,ssEstab,ssOrphaned,ssTimeWait,switches,system,tcpAbortOnTimeout,tcpDelayedACKLocked,tcpFastRetransRate,tcpLostRetransmit,tcpPkgInsegs,tcpPkgOutsegs,tcpPkgRetranssegs,tcpTW,udpInDatagrams,udpNoPorts,udpOutDatagrams,user,udpIgnoreMulti_Diff
2021-10-30 04:00:00,1117941.866666667,28.5,10473.1,2045938.9666666663,10349.866666666667,3163880.833333333,20822.966666666667,3.3458411507191954,0.0,18816,3.44,3.55,250544447488.0,3830157312.0,171715715072.0,3015733248.0,20375830528.0,0.0,0.0019118692026549489,0.19804044194288095,10593,3735,1,539,81600.3,1.167396289347509,0.06666666666666668,0.0,3.2509786578288127,0.0,10517.7,10404.233333333334,0.4,9.533333333333333,6.533333333333332,0.03333333333333333,6.766666666666668,1.9804044194288095,11.0
2021-10-30 04:00:30,1407059.0,28.066666666666666,13012.8,2354131.6333333333,13703.166666666664,3761190.6333333324,26715.96666666667,3.5662148070907307,0.0,18240,3.58,3.59,250534989824.0,3830157312.0,171737174016.0,3032854528.0,20367626240.0,0.0,0.01343835156220837,0.19812304483837329,10600,3756,1,552,87822.0,0.6360792492179353,0.03333333333333333,0.0,3.2509697200521748,0.0,13043.0,13746.0,3.6,8.566666666666666,5.6,0.13333333333333333,6.833333333333332,2.7320125130344106,8.0
2021-10-30 04:01:00,1114373.7,26.63333333333333,10396.5,2474110.966666667,10570.333333333334,3588484.666666666,20966.83333333333,3.759398496240607,0.0,17856,3.12,3.48,250564128768.0,3830157312.0,171750281216.0,3040931840.0,20330491904.0,0.0,0.006969380659651878,0.1670843776106934,10577,3761,0,529,85930.9,1.0651629072681703,0.0,0.0,3.2509493014177915,0.26666666666666666,10427.666666666666,10616.766666666666,1.4666666666666666,9.266666666666667,5.7,0.03333333333333333,5.933333333333334,2.5271512113617374,13.0
2021-10-30 04:01:30,1407977.933333333,28.03333333333333,13056.433333333332,2211732.3666666667,13652.866666666667,3619710.3,26709.3,2.119883040935676,0.0,18240,2.5,3.31,250501914624.0,3830157312.0,171753308160.0,3049635840.0,20383948800.0,0.0,0.00024856824689786826,0.18796992481203006,10597,3765,0,550,86568.7,0.5952380952380952,0.0,0.0,3.250904106582147,0.0,13101.4,13718.866666666667,0.06666666666666668,9.133333333333333,7.033333333333332,0.1,7.533333333333332,1.3366750208855471,8.0
2021-10-30 04:02:00,1112000.0,26.63333333333333,10416.466666666667,1270549.0333333334,9805.433333333332,2382549.033333333,20221.9,2.565974757484085,0.0,17856,1.99,3.1,250615107584.0,3830157312.0,171649417216.0,2940936192.0,20379987968.0,0.0,0.0003282633065634607,0.22947741733597585,10592,3723,0,544,82137.2,1.2516950036507772,0.0,0.03333333333333333,3.250871827175303,0.0,10451.666666666666,9857.233333333334,0.06666666666666668,8.2,5.533333333333332,0.13333333333333333,6.2666666666666675,1.0848023364973405,11.0
2021-10-30 04:02:30,1402711.2333333334,26.63333333333333,13014.133333333333,1431077.833333333,13110.233333333335,2833789.066666667,26124.366666666665,3.801963651556292,0.0,18240,1.87,2.98,250621042688.0,3830157312.0,171652354048.0,2948591616.0,20365524992.0,0.0,0.0016530964403747188,0.19845414664716945,10569,3743,0,521,86750.6,0.7624817213285983,0.03333333333333333,0.0,3.250832270361116,0.0,13051.933333333332,13161.5,0.43333333333333335,10.0,5.3,0.06666666666666668,5.566666666666666,2.8410277835805307,8.0
2021-10-30 04:03:00,1106964.2333333334,27.566666666666666,10364.7,1073203.3,9656.033333333333,2180167.533333333,20020.733333333334,2.1823117886603427,0.0,18816,1.34,2.74,250578518016.00006,3830157312.0,171672797184.0,2965057536.0,20392484864.0,0.0,0.0021549973559840127,0.1879502975879712,10573,3763,0,521,83989.7,0.9710765375378512,0.03333333333333333,0.0,3.2508042681696763,0.0,10401.733333333334,9706.566666666668,0.43333333333333335,8.0,5.566666666666666,0.06666666666666668,5.833333333333332,1.0232849535345097,9.0
2021-10-30 04:03:30,1395361.2666666666,26.66666666666667,12885.533333333333,1426716.933333333,13023.833333333336,2822078.2,25909.366666666665,4.328327075511055,0.0,19392,1.34,2.6,250544553984.00006,3830157312.0,171693682688.0,2982305792.0,20409384960.0,0.2503128911138923,0.0015373873383341125,0.229453483521068,10587,3748,0,536,88159.1,1.032540675844806,0.0,0.0,3.2507646254542277,0.0,12932.966666666667,13085.2,0.4,9.266666666666667,6.633333333333334,0.1,8.033333333333333,2.816020025031289,11.0
2021-10-30 04:04:00,1115478.833333333,27.63333333333333,10449.133333333333,1084332.833333333,9719.0,2199811.666666666,20168.13333333333,3.97032702956848,0.0,19200,1.88,2.62,250553905152.0,3830157312.0,171697975296.0,2991038464.0,20391100416.0,0.0,0.001151810234327565,0.1985163514784244,10590,3771,1,540,83173.7,1.3687180022986103,0.03333333333333333,0.0,3.2507343563624467,0.0,10488.333333333334,9769.633333333333,0.2333333333333333,8.066666666666666,3.933333333333333,0.1,4.233333333333333,2.403092675791453,6.0
2021-10-30 04:04:30,1402686.5333333334,26.63333333333333,12993.466666666667,1433779.8,13101.433333333332,2836466.333333333,26094.9,3.857008466603944,0.0,18624,1.69,2.51,250524053504.0,3830157312.0,171727478784.0,3016531968.0,20395106304.0,0.0,0.001145953764585445,0.2613149367617853,10591,3707,0,545,88069.2,0.8257552001672416,0.0,0.0,3.250693479544636,0.0,13031.866666666667,13147.2,0.3,9.333333333333334,6.7,0.06666666666666668,9.566666666666666,2.7699383296749245,14.0
