,(iface=eth0)inBytes,(iface=eth0)inMulticast,(iface=eth0)inPackets,(iface=eth0)outBytes,(iface=eth0)outPackets,(iface=eth0)totalBytes,(iface=eth0)totalPackets,busy,iowait,kernelFilesAllocated,load1,load5,memAvailable,memBuffers,memCached,memShmem,memUsed,nice,retrans,softirq,ssClosed,ssEstab,ssOrphaned,ssTimeWait,switches,system,tcpAbortOnTimeout,tcpDelayedACKLocked,tcpFastRetransRate,tcpLostRetransmit,tcpPkgInsegs,tcpPkgOutsegs,tcpPkgRetranssegs,tcpTW,udpInDatagrams,udpNoPorts,udpOutDatagrams,user,udpIgnoreMulti_Diff
2021-10-31 23:55:00,1490685.0333333334,27.566666666666663,13846.066666666668,1970039.7333333332,14248.9,3460724.7666666666,28094.966666666667,2.92458742427408,0.0,20160,1.78,2.16,250590785536.00003,4129865728.000001,197316939776.0,2960412672.0,21082066944.000004,0.0,0.0007102962171991,0.1357844161270106,10556,4108,0,503,87236.1,0.5535826195947358,0.0666666666666666,0.0333333333333333,3.363897141654882,0.0,13871.8,14285.466666666667,0.2,8.433333333333334,3.8333333333333335,0.0666666666666666,4.166666666666667,2.2352203885523294,13.0
2021-10-31 23:55:30,1274785.0333333334,27.1,11850.366666666669,1395801.3666666667,11456.7,2670586.4,23307.066666666666,2.5780189959294404,0.0,20160,1.93,2.16,250581917696.00003,4129865728.000001,197328748544.0,2969112576.0,21082337280.0,0.0,0.0005695222989337,0.0939359148314372,10587,4160,0,532,70555.4,0.3339943638451101,0.0,0.0,3.3638609866925977,0.0,11894.233333333334,11517.2,0.1333333333333333,8.566666666666666,4.133333333333334,0.1333333333333333,4.466666666666667,2.1500887172528964,4.0
2021-10-31 23:56:00,1493728.433333333,26.166666666666668,13880.5,1525454.9666666666,13981.133333333331,3019183.4,27861.63333333333,3.458333333333343,0.0,20160,1.95,2.14,250584272896.00003,4129865728.000001,197341577216.0,2986237951.9999995,21063483392.000004,0.0,0.0009550038021088,0.1770833333333333,10592,4130,0,535,81061.8,0.46875,0.0333333333333333,0.0,3.3638179934568684,0.0,13905.833333333334,14017.266666666666,0.2666666666666666,7.966666666666667,3.8333333333333335,0.0666666666666666,4.5,2.8125,15.0
2021-10-31 23:56:30,1267055.8333333333,28.5,11825.566666666668,1248405.1,11333.0,2515460.933333333,23158.566666666666,2.2604166666666714,0.0,18816,6.91,3.46,250565259264.0,4129865728.000001,197362442240.0,3003338752.0,21065605120.0,0.0,0.0010029903440686,0.1354166666666666,10577,4150,0,517,79235.4,0.5625,0.0333333333333333,0.0,3.3637832125348104,0.0,11871.4,11392.366666666669,0.2333333333333333,9.566666666666666,3.933333333333333,0.1,4.233333333333333,1.5625,4.0
2021-10-31 23:57:00,1498617.7333333334,27.8,13926.9,1528174.3333333333,14024.8,3026792.066666667,27951.7,2.5558105570623866,0.0,18816,5.08,3.34,250520162304.0,4129865728.000001,197381881856.0,3018760192.0,21095325696.0,0.0,0.0010706752748958,0.1460463175464218,10591,4178,0,532,79656.5,0.5320258710619653,0.0333333333333333,0.0,3.363740391413759,0.0,13955.633333333331,14064.066666666668,0.3,7.866666666666666,3.733333333333333,0.0666666666666666,4.0,1.8777383684539952,15.0
2021-10-31 23:57:30,1278508.5333333334,27.566666666666663,11899.633333333331,1547180.0333333334,11576.5,2825688.566666667,23476.13333333333,2.983517629876914,0.0104318798247444,19008,3.87,3.22,250528116736.0,4129865728.000001,197387767808.0,3027488768.0,21077864448.0,0.0,0.006929232735958,0.0417275192989776,10622,4151,0,560,72763.7,0.9388691842269976,0.0333333333333333,0.0,3.3637183661411107,0.0,11940.566666666668,11631.066666666668,1.6333333333333333,9.233333333333333,3.966666666666667,0.1,5.166666666666667,1.992489046526184,6.0
2021-10-31 23:58:00,1501063.3,27.1,13940.166666666666,1529321.4666666666,14026.766666666666,3030384.7666666666,27966.93333333333,3.003754693366716,0.0,19776,3.2,3.14,250533740544.00003,4129865728.000001,197399977984.0,3036221440.0,21064024064.0,0.0,0.0004756434861813,0.0521485189820609,10630,4134,0,568,77948.0,0.3546099290780141,0.0,0.0,3.363673932275717,0.0,13966.9,14065.3,0.1333333333333333,8.466666666666667,3.733333333333333,0.0666666666666666,4.0,2.596996245306633,13.0
2021-10-31 23:58:30,1287421.0333333334,27.1,11901.3,1260515.1,11404.8,2547936.1333333333,23306.1,3.269270942134952,0.0,19200,3.32,3.18,250471985152.0,4129865728.000001,197412888576.0,3053465600.0,21108592640.0,0.0,0.001992383402877,0.1044495508669312,10645,4089,1,581,81460.7,0.6475872153749739,0.0,0.0333333333333333,3.363641153004283,0.0,11951.233333333334,11471.3,0.4666666666666667,8.933333333333334,4.133333333333334,0.1333333333333333,7.266666666666667,2.5172341758930434,7.0
2021-10-31 23:59:00,1500601.9666666666,26.633333333333333,13897.6,1529642.0,14006.033333333333,3030243.966666667,27903.63333333333,3.080618212197166,0.0,19584,2.62,3.03,250581811200.0,4129865728.000001,197307703296.0,2944139264.0,21108502528.0,0.0,0.0011918595989392,0.093984962406015,10632,4110,0,568,87519.1,0.5012531328320802,0.0,0.0,3.363598722097488,0.0,13923.133333333331,14044.366666666669,0.3333333333333333,7.166666666666667,3.8666666666666663,0.0666666666666666,4.533333333333333,2.4853801169590644,11.0
2021-10-31 23:59:30,1262539.0,27.133333333333333,11790.7,1788687.2333333334,11670.866666666669,3051226.2333333334,23461.566666666666,3.4317304683425505,0.0,18816,2.25,2.91,250643763200.0,4129865728.000001,197319979008.0,2952830976.0,21037404160.0,0.0,0.001838526463467,0.1668926671534369,10597,4150,0,531,84541.2,0.6988630437050173,0.0333333333333333,0.0,3.363564778415977,0.0,11838.666666666666,11730.933333333332,0.4333333333333333,10.066666666666666,4.233333333333333,0.0666666666666666,4.5,2.565974757484093,7.0
2021-11-01 00:00:00,1495920.2,27.566666666666663,13844.3,2864104.333333333,14824.2,4360024.533333333,28668.5,2.7795128044971875,0.0,18816,1.83,2.76,250569396224.0,4129865728.000001,197331468288.0,2968899584.0,21095116800.0,0.0,0.0060333785063211,0.0936914428482198,10602,4171,0,539,84836.9,0.3435352904434728,0.0666666666666666,0.0,3.363533224162596,0.0,13868.033333333333,14861.033333333333,1.7333333333333334,6.466666666666667,3.966666666666667,0.0666666666666666,4.233333333333333,2.3422860712054967,13.0
2021-11-01 00:00:30,1274173.433333333,26.633333333333333,11908.1,1455191.1,11523.766666666666,2729364.533333333,23431.866666666665,3.320841140953576,0.0,18816,1.66,2.64,250558619648.0,4129865728.000001,197344509952.0,2977628160.0,21097517056.0,0.0,0.0012745311849458,0.0832812825317509,10595,4100,0,531,70535.8,0.6141994586716636,0.0333333333333333,0.0,3.36349847771109,0.0,11956.066666666668,11582.0,0.3,8.1,4.0,0.1,5.2,2.623360399750156,8.0
2021-11-01 00:01:00,1484599.3,27.1,13783.2,1516998.4,13906.866666666669,3001597.7,27690.066666666666,1.6501305483028688,0.0,18816,1.87,2.58,250534514688.0,4129865728.000001,197365059584.0,3002482688.0,21096079360.0,0.0,0.0007206713774552,0.1984334203655352,10580,4114,1,519,80611.9,0.5430809399477807,0.0,0.0,3.36345508637374,0.0,13807.2,13944.7,0.2,7.533333333333333,3.8666666666666663,0.0666666666666666,4.133333333333334,0.908616187989556,7.0
2021-11-01 00:01:30,1284573.5,27.566666666666663,12003.133333333331,1264705.933333333,11461.6,2549279.433333333,23464.733333333334,3.147547840635781,0.0104569695702185,18624,1.46,2.41,250528043008.0,4129865728.000001,197385764864.0,3019571200.0,21085462528.0,0.1777684826937153,0.0014144651695024,0.1777684826937153,10587,4122,0,524,81261.1,1.1188957440133849,0.0666666666666666,0.0333333333333333,3.3634208573630238,0.0,12043.6,11522.433333333332,0.3333333333333333,6.533333333333333,4.0,0.1,4.3,1.6626581616647496,13.0
2021-11-01 00:02:00,1511765.2666666666,29.03333333333333,14002.433333333332,1537077.7333333334,14073.733333333334,3048843.0,28076.166666666668,2.5122485145418523,0.0,17664,1.37,2.3,250498441216.0,4129865728.000001,197398622208.0,3028328448.0,21106991104.0,0.0,0.0007104257344618,0.1042426769519441,10607,4133,1,546,77200.1,0.4273949755029709,0.0333333333333333,0.0,3.3633768936353445,0.0,14030.666666666666,14121.466666666667,0.2,8.166666666666666,3.8,0.0666666666666666,4.466666666666667,1.9806108620869385,6.0
2021-11-01 00:02:30,1283404.7666666666,26.166666666666668,11935.5,1256767.7,11406.866666666669,2540172.466666667,23342.366666666665,2.848497495826379,0.0,18816,1.16,2.16,250503602176.0,4129865728.000001,197402611712.0,3037020160.0,21092732928.000004,0.0,0.0015639039592361,0.1147746243739566,10591,4112,0,528,78536.4,0.4695325542570951,0.0,0.0,3.3633431652437094,0.0,11977.566666666668,11468.033333333333,0.3666666666666666,9.3,4.066666666666666,0.0666666666666666,4.333333333333333,2.2641903171953257,14.0
2021-11-01 00:03:00,1486022.8,27.1,13813.3,1516364.0,13919.1,3002386.8,27732.4,3.409446355958707,0.0,19584,1.44,2.14,250489917440.00003,4129865728.000001,197413888000.0,3045113856.0,21098848256.0,0.0,0.0015590315296138,0.0625586487331873,10549,4139,0,486,79397.1,0.552601397143155,0.0333333333333333,0.0333333333333333,3.3633019953288845,0.0,13838.8,13956.233333333334,0.4333333333333333,8.666666666666666,3.7666666666666666,0.1,4.033333333333333,2.7942863100823687,6.0
2021-11-01 00:03:30,1272652.3666666667,26.666666666666668,11884.966666666667,2067032.7,11937.2,3339685.066666667,23822.166666666668,2.759197324414714,0.0,20352,1.34,2.05,250565804032.00003,4129865728.000001,197299601408.0,2935463936.0,21130829824.0,0.0,0.0052899372864013,0.1672240802675585,10549,4146,0,483,79444.1,0.3239966555183946,0.0333333333333333,0.0,3.3632752321577333,0.1,11943.566666666668,12001.266666666666,1.2666666666666666,8.2,3.8333333333333335,0.1,7.366666666666666,2.2679765886287626,12.0
